target,lot,experiment_key,wafer_num,n_points,rmse,mae,r2,mape_pct
oxide_etch,4,2024-07-11_03,3,89,0.04379036058657523,0.029677873916840285,0.6218384673813171,4.018187609208737
oxide_etch,4,2024-07-11_04,4,89,0.04466407194949242,0.026755280039283666,0.6118374283986769,3.4829898431719553
oxide_etch,4,2024-07-11_05,5,89,0.04462892303484907,0.02463543816898646,0.5847051922527908,3.1580419312822525
oxide_etch,4,2024-07-11_06,6,89,0.044914501877976874,0.028602784939026564,0.5818485748914932,3.8190032941942467
oxide_etch,4,2024-07-11_07,7,89,0.06448409521714102,0.04616059346145458,0.10045068171140581,6.469002768330748
oxide_etch,4,2024-07-11_08,8,89,0.02887502011395697,0.018405212445205515,0.7406795250832042,2.5868579040760857
oxide_etch,4,2024-07-11_09,9,89,0.05361667495330744,0.03963935576128156,0.13486638092036707,5.822455890633805
oxide_etch,4,2024-07-11_10,10,89,0.025421193026401136,0.017596383443039456,0.8060327107651734,2.4793850595695783
oxide_etch,5,2024-07-19_01,1,89,0.0752251775785126,0.05832848656043578,-0.6519133535570973,8.213297304076018
oxide_etch,5,2024-07-19_02,2,89,0.041266095336672456,0.019761461220430526,0.4584773903083429,3.134342018655581
oxide_etch,5,2024-07-19_03,3,89,0.050524776439009704,0.03831128591901801,0.20739763599101546,5.489643154331983
oxide_etch,5,2024-07-19_04,4,89,0.03207451852747169,0.018282382675770963,0.6813491770291298,2.5141382493277464
oxide_etch,5,2024-07-19_05,5,89,0.03935646449027009,0.022891504041264565,0.5256105883567908,3.123351038350492
oxide_etch,5,2024-07-19_06,6,89,0.037474452621110384,0.02096144402964731,0.5679919321923249,2.86049614800848
oxide_etch,5,2024-07-19_07,7,89,0.05777519671399365,0.0408959308367097,-0.03628935002941036,5.68271975905324
oxide_etch,5,2024-07-19_08,8,89,0.06881658772422634,0.03646956668810898,-0.6631759743087242,6.177427834080156
oxide_etch,5,2024-07-19_09,9,89,0.0546278741705766,0.0414811915226197,-0.07128767867374042,6.7266220708018825
oxide_etch,5,2024-07-19_10,10,89,0.05671673751171702,0.0374324716878741,-0.10672806334217855,6.212447426296323
oxide_etch,6,2024-08-01_01,1,89,0.0745850166904638,0.048516692070478804,-0.6983273853459127,8.19112096336339
oxide_etch,6,2024-08-01_02,2,89,0.05476972072749083,0.04241982470737415,0.06754134516890054,6.823932950496801
oxide_etch,6,2024-08-01_03,3,89,0.0537905286935741,0.04080244865310326,0.10046884051225213,6.646421719537946
oxide_etch,6,2024-08-01_04,4,89,0.07549248262280238,0.0437040382556701,-0.8255775365596074,7.474220177612918
oxide_etch,6,2024-08-01_05,5,89,0.06785284363978074,0.0474411001366176,-0.51491851832505,7.926318973848908
oxide_etch,6,2024-08-01_06,6,89,0.060176748700954276,0.044292567151316097,-0.2431722468905113,7.184544591822083
oxide_etch,6,2024-08-01_07,7,89,0.053449627819795203,0.03743902685936917,0.11041202095712921,5.153769645589983
oxide_etch,6,2024-08-01_08,8,89,0.04164924352137579,0.02590579598137502,0.4709314580572166,3.5408056422994565
oxide_etch,6,2024-08-01_09,9,89,0.052596121034429726,0.03834941146079074,0.15096218697897534,5.585448342463537
oxide_etch,6,2024-08-01_10,10,89,0.05405248665410044,0.041093236274933546,0.09233852089747674,5.806022014850795
oxide_etch,7,2024-08-05_01,1,89,0.04778991553215608,0.035573557521520034,0.2674395475804,5.332214550271018
oxide_etch,7,2024-08-05_02,2,89,0.04765721669783069,0.025721410017335012,0.2779235916847267,4.0511046134810655
oxide_etch,7,2024-08-05_03,3,89,0.03971655461723983,0.02139688877577192,0.5074447284344223,3.2637152735691073
oxide_etch,7,2024-08-05_04,4,89,0.029590131481903276,0.016646337643098294,0.7272073046215966,2.416108620099243
oxide_etch,7,2024-08-05_05,5,89,0.051920429327820844,0.03874581918287813,0.17427464892479072,5.419541542257732
oxide_etch,7,2024-08-05_06,6,89,0.028975684015093872,0.017113101616334378,0.7464835971324504,2.36159204747717
oxide_etch,8,2024-08-07_01,1,89,0.04078093255855329,0.023914787876472044,0.4553915040938318,3.6798326954486074
oxide_etch,8,2024-08-07_02,2,89,0.045044900002613485,0.022412439410606128,0.32926544507564837,3.603393382838184
oxide_etch,8,2024-08-07_03,3,89,0.04064566450124979,0.025126337335350808,0.4550561512424872,3.8186081204217777
oxide_etch,8,2024-08-07_04,4,89,0.056385485289959,0.043591203314534734,0.014285945448584636,6.091346460805197
oxide_etch,8,2024-08-07_05,5,89,0.030253365683861957,0.015829403748673,0.7086063269127922,2.282728922316069
oxide_etch,8,2024-08-07_06,6,89,0.03316716237010105,0.016769103119882306,0.653159219049571,2.241094162613004
